District,Shehia,subvillage,vacc_date,dogs_vaccinated,Cats_vaccinated,total_dog_estimate
Mkoani,Mbuguani,,31/05/2018,5,0,6
Mkoani,Changaweni,,31/05/2018,6,0,10
Mkoani,Minazini,,31/05/2018,12,0,12
Mkoani,Kukuu,,30/05/2018,8,0,8
Mkoani,Jombwe,,29/05/2018,14,0,14
Mkoani,Chole,,29/05/2018,11,0,16
Mkoani,Dodo,,28/05/2018,20,0,20
Mkoani,Mwambe,,29/05/2018,20,0,23
Mkoani,Kiwani,,29/05/2018,6,0,6
Mkoani,Makombeni,,31/05/2018,11,0,11
Mkoani,Ukutini,,28/05/2018,6,0,6
Mkoani,Shidi,,30/05/2018,8,0,8
Mkoani,Kendwa,,29/05/2018,9,0,9
Mkoani,Stahabu,,30/05/2018,15,0,15
Mkoani,Michenzani,,30/05/2018,13,0,15
Mkoani,Mbuyuni,,30/05/2018,7,0,9
Mkoani,Ng'ombeni,,31/05/2018,5,0,7
Mkoani,Mjimbini,,30/05/2018,20,0,27
Mkoani,Mkanyageni,,30/05/2018,14,0,16
Mkoani,Chokocho,,31/05/2018,6,0,8
Mkoani,Uweleni,,28/05/2018,6,0,8
Mkoani,Mtambile,,30/05/2018,1,0,1
Mkoani,Mkungu,,29/05/2018,12,0,13
Mkoani,Ngwachani,,29/05/2018,27,0,36
Mkoani,Kangani,,30/05/2018,16,0,18
Mkoani,Mgagadu,,28/05/2018,15,0,15
Mkoani,Mizingani,,28/05/2018,24,0,25
Mkoani,Wambaa,,28/05/2018,1,0,1
Mkoani,Chumbageni,,28/05/2018,25,0,40
Mkoani,Mtangani,,28/05/2018,6,0,9
Mkoani,Chambani,,28/05/2018,14,0,16
Mkoani,Kengeja,,29/05/2018,32,0,32
Chakechake,Kibokoni,,28/05/2018,18,0,18
Chakechake,Pujini,,29/05/2018,14,0,14
Chakechake,Wesha,,30/05/2018,16,0,16
Chakechake,Ngambwa,,30/05/2018,16,0,16
Chakechake,Dodo,,30/05/2018,19,0,20
Chakechake,Kichungwani,,31/05/2018,32,0,32
Chakechake,Wara,,31/05/2018,7,0,13
Chakechake,Mvumoni,,29/05/2018,33,0,33
Chakechake,Mfikia,,29/05/2018,6,0,6
Chakechake,Chanjaani,,29/05/2018,33,0,36
Chakechake,Matale,,29/05/2018,80,0,80
Chakechake,Mjini ole,,28/05/2018,18,0,18
Chakechake,Mchanga mrima,,28/05/2018,19,0,20
Chakechake,Mbuzini,,28/05/2018,0,0,16
Chakechake,Ole,,28/05/2018,49,0,54
Chakechake,Uwandani,,28/05/2018,24,0,26
Chakechake,Shungi,,28/05/2018,12,0,18
Chakechake,Chonga,,28/05/2018,26,0,27
Chakechake,Mgogoni,,28/05/2018,37,0,45
Chakechake,Vitongoji,,28/05/2018,30,0,30
Chakechake,Ng'ambwa,,31/05/2018,28,0,29
Chakechake,Ndagoni,,30/05/2018,31,0,45
Chakechake,Tibirizi,,30/05/2018,4,0,4
Chakechake,Wawi,,31/05/2018,80,0,86
Chakechake,Kwale,,28/05/2018,5,0,7
Chakechake,Ziwani,,28/05/2018,44,0,45
Chakechake,Gombani,,30/05/2018,3,0,3
Chakechake,Mgelema,,30/05/2018,1,0,6
Micheweni,Tumbe Magharibi,,4/6/2018,42,0,44
Micheweni,Msuka Magharibi,,5/6/2018,4,0,5
Micheweni,Muhogoni,,6/6/2018,17,0,17
Micheweni,Msuka Mashariki,,5/6/2018,11,0,13
Micheweni,Sizini,,4/6/2018,8,0,22
Micheweni,Wingwi Mapofu,,5/6/2018,19,0,20
Micheweni,Makangale,,6/6/2018,8,0,14
Micheweni,Kifundi,,6/6/2018,9,0,17
Micheweni,Kipange,,4/6/2018,13,0,28
Micheweni,Konde,,5/6/2018,28,0,36
Micheweni,Kiuyu,,6/6/2018,6,0,6
Wete,Utaani,,4/6/2018,3,0,3
Wete,Gando,,6/6/2018,31,0,43
Wete,Kinyasini,,4/6/2018,23,0,27
Wete,Mtambwe Kaskazini,,6/6/2018,50,0,52
Wete,Chanjaani,,6/6/2018,9,0,14
Wete,Kisiwani,,5/6/2018,18,0,26
Wete,Mlindo,,5/6/2018,22,0,22
Wete,Mlindo,,5/6/2018,4,0,4
Wete,Mlindo,,5/6/2018,7,0,7
Wete,Mlindo,,5/6/2018,2,0,2
Wete,Mlindo,,5/6/2018,6,0,6
Wete,Jadida,,4/6/2018,1,0,1
Wete,Piki,,5/6/2018,25,0,26
Wete,Mgogoni,,4/6/2018,37,0,48
Wete,Finya,,5/6/2018,10,0,10
Wete,Mtemani,,4/6/2018,9,0,16
Wete,Limbani,,4/6/2018,19,0,25
Wete,Kizimbani,,4/6/2018,8,0,13
Wete,Selemu,,4/6/2018,4,0,4
Wete,Pandani,,4/6/2018,37,0,42
Wete,Shengejuu,,4/6/2018,23,0,23
Wete,Maziwani,,4/6/2018,4,0,5
Wete,Kiungoni,,5/6/2018,5,0,5
Wete,Kinyikani,,5/6/2018,14,0,14
Wete,Mzambarau Takao,,5/6/2018,21,0,27
Wete,Junguni,,6/6/2018,35,0,67
Wete,Ukunjwi,,6/6/2018,14,0,15
Wete,Mjini kiuyu,,5/6/2018,11,0,14
Wete,Fundo,,7/6/2018,11,0,19
Mkoani,Mbuguani,Tironi,18/09/2017,21,0,21
Mkoani,Shidi,Mdwambani,18/09/2017,4,0,4
Mkoani,Stahabu,Mtakuja,18/09/2017,1,0,1
Mkoani,Michenzani,Kizungu,18/09/2017,13,0,13
Mkoani,Mbuyuni,Chakaani,18/09/2017,14,0,14
Mkoani,Ng'ombeni,Makombeni,18/09/2017,7,0,7
Mkoani,Mjimbini,Mijimbini,18/09/2017,38,0,38
Mkoani,Mkanyageni,Tasini,18/09/2017,26,0,26
Mkoani,Chokocho,Ulende,18/09/2017,10,0,10
Mkoani,Uweleni,Uweleni,18/09/2017,20,0,20
Mkoani,Mtambile,Pondeani,19/09/2017,21,0,21
Mkoani,Mkungu,Mahuduthi,19/09/2017,55,0,55
Mkoani,Ngwachani,Tangani,19/09/2017,33,0,33
Mkoani,Kangani,Shukeni,19/09/2017,57,0,57
Mkoani,Mizingani,Mizingani,19/09/2017,34,0,34
Mkoani,Wambaa,Msiyakwe,19/09/2017,4,0,4
Mkoani,Chumbageni,Kunani,19/09/2017,29,0,29
Mkoani,Mtangani,Ndambani,20/09/2017,5,0,5
Mkoani,Chambani,Tumbini,20/09/2017,22,0,22
Mkoani,Mtangani,Kiziwa,20/09/2017,4,0,4
Mkoani,Mizingani,Kichujuu,21/09/2017,24,0,25
Mkoani,Kengeja,Mbuni,21/09/2017,45,0,45
Mkoani,Mkungu,Mtule,21/09/2017,7,0,7
Mkoani,Kangani,Kijicho,21/09/2017,13,0,13
Micheweni,Msuka  Magharibi,Msuka,2/10/2017,46,0,54
Micheweni,Tumbe Magharibi,Mafueni,2/10/2017,37,0,48
Micheweni,Msuka Mashariki,Sebleni,2/10/2017,22,0,23
Micheweni,Majenzi,Kwale,2/10/2017,4,0,8
Micheweni,Sizini,Chanjaani,2/10/2017,0,0,16
Micheweni,Wingwi Mapofu,Mapofu ulaya,2/10/2017,12,0,19
Micheweni,Shumba Vyamboni,Shumba Vyamboni,3/10/2017,31,0,34
Micheweni,Njuguni,Michungani,3/10/2017,13,0,13
Micheweni,Tondooni,Mali kumi,3/10/2017,14,0,30
Micheweni,Makangale,Mishelini,3/10/2017,34,0,34
Micheweni,Chimba,Chimba kizomwe,3/10/2017,23,0,56
Micheweni,Kifundi,Kifundi ,3/10/2017,32,0,37
Micheweni,Kinowe,Chanjaani,3/10/2017,7,0,10
Micheweni,Konde,,3/10/2017,2,0,3
Micheweni,Shumba Mjini,S/mjini,3/10/2017,0,0,5
Micheweni,Maziwa Ng'ombe,Maziwa ng'ombe,3/10/2017,0,0,2
Micheweni,Kifundi,Maili tisa,4/10/2017,6,0,11
Micheweni,Kiuyu,Chuo kiislam,4/10/2017,5,0,13
Micheweni,Tondooni,,4/10/2017,6,0,32
Wete,Mgogoni,Kwale,9/10/2017,35,0,56
Wete,Finya,Finya selemu,9/10/2017,26,0,27
Wete,Mtemani,Bubujiko,9/10/2017,4,0,9
Wete,Limbani,Kwa kibeberu,9/10/2017,13,0,29
Wete,Kizimbani,Kizimbani,9/10/2017,0,0,5
Wete,Selemu,K/ndege,9/10/2017,3,0,4
Wete,Pembeni,Chawanyangombe,10/10/2017,9,0,23
Wete,Pandani,Masipa,10/10/2017,0,0,36
Wete,Shengejuu,Shengejuu,10/10/2017,3,0,3
Wete,Maziwani,Maziwani,10/10/2017,5,0,6
Wete,Chwale,Chwale,10/10/2017,12,0,12
Wete,Kiungoni,Kwa mwana ,10/10/2017,30,0,32
Wete,Kinyikani,Kinyikani,10/10/2017,6,0,14
Wete,Mzambarauni,Machengwe juu,10/10/2017,1,0,8
Wete,Junguni,Madaniwa,10/10/2017,6,0,28
Wete,Kipangani,Kipangani,10/10/2017,6,0,6
Wete,Ukunjwi,Ukunjwi,10/10/2017,23,0,37
Wete,Junguni,Hospital,10/10/2017,18,0,38
Wete,Kiuyu kigongoni,Kiuyu kigongoni,10/10/2017,2,0,2
Wete,Shengejuu,Masota,11/10/2017,6,0,6
Wete,Limbani,Weni,11/10/2017,2,0,2
Wete,Fundo,Ndooni,12/10/2017,22,0,36
Chakechake,Shungi,Limani,25/09/2017,37,0,39
Chakechake,Chachani,Msingini,25/09/2017,2,0,2
Chakechake,Mvumoni,Mbuyuni,25/09/2017,21,0,23
Chakechake,Chanjaani,Msikitini ,25/09/2017,9,0,10
Chakechake,Matale,Matale,25/09/2017,38,0,40
Chakechake,Mjini Ole,Mjini ole,25/09/2017,14,0,18
Chakechake,Mbuzini,Sokoni,25/09/2017,6,0,6
Chakechake,Ole,Vumba,25/09/2017,84,0,88
Chakechake,Uwandani,Uwandani,25/09/2017,14,0,18
Chakechake,Chonga,Melinne,26/09/2017,18,0,18
Chakechake,Mgelema,Zstc,26/09/2017,2,0,2
Chakechake,Mgogoni,Chanjaani,26/09/2017,66,0,74
Chakechake,Kilindini,Kilindi,26/09/2017,1,0,4
Chakechake,Kumvini,Mtimbu,27/09/2017,33,0,34
Chakechake,Ole,Kanambe,27/09/2017,10,0,11
Chakechake,Ng'ambwa,Vikunguni,27/09/2017,19,0,21
Chakechake,Ndagoni,Kichanjani,27/09/2017,29,0,31
Chakechake,Tibirizi,Ponogani,27/09/2017,7,0,7
Chakechake,Wawi,Mtemani,28/09/2017,62,0,70
Chakechake,Mchungwani,Tumbatu,28/09/2017,1,0,1
Chakechake,Mfikiwa,Kwa mahita,28/09/2017,5,0,5
Chakechake,Kwale,Kwale,28/09/2017,1,0,3
Chakechake,Kilindi,Papani,28/09/2017,5,0,6
Chakechake,Madungu,Kwa bihasina,28/09/2017,4,0,4
Chakechake,Ng'mbwa,Ng'mbwa,28/09/2017,11,0,11
Chakechake,Tibirinzi,Pondeni,28/09/2017,16,0,17
Chakechake,Chonga,Ch'wiri gereji,28/09/2017,12,0,13
Chakechake,Ziwani,Uwelezo,28/09/2017,28,0,29
Chakechake,Wawi,Mtemani,29/09/2017,25,0,26
Micheweni,Kifundi,Adeni,20/12/2014,64,0,
Micheweni,Finya,Baharini,16/12/2014,46,2,
Micheweni,Chimba,Bule,16/12/2014,21,0,
Micheweni,Kinyasini,Bungala,16/12/2014,20,0,
Micheweni,Micheweni,Chaleni,19/12/2014,25,0,
Micheweni,Msuka Mashariki,Chaleni,16/12/2014,24,0,
Micheweni,Msuka Magharibi,Chanjaani,16/12/2014,12,0,
Micheweni,Kinowe,Chanjaani,16/12/2014,18,2,
Micheweni,Konde,Chonja,17/12/2014,42,1,
Micheweni,Sizini,Chwaka,16/12/2014,16,0,
Micheweni,Wingwi Njuguni,Dodeani,16/12/2014,14,0,
Micheweni,Tondooni,Gari moshi,16/12/2014,28,0,
Micheweni,Maziwa Ng'ombe,Kadhahari,17/12/2014,16,1,
Micheweni,Makangale,Kanisani,15/12/2014,49,0,
Micheweni,Mlindo,Kibendera,20/12/2014,27,0,
Micheweni,Mihogoni,Kibubunzi,20/12/2014,10,0,
Micheweni,Shumba Viamboni,Kichangani,16/12/2014,23,0,
Micheweni,Mtemani,Kidodi,16/12/2014,20,0,
Micheweni,Tumbe Magharibi,Kidutani,16/12/2014,15,0,
Micheweni,Kiuyu Mbuyuni,Kiuyu,16/12/2014,13,1,
Micheweni,Majenzi,Kwa Sharif,19/12/2014,2,0,
Micheweni,Mgogoni,Kwale Gongo,16/12/2014,19,0,
Micheweni,Wingwi Mjananza,Mjananza,18/12/2014,5,0,
Micheweni,Shumba Mjini,Mzambarauni,19/12/2014,11,0,
Micheweni,Tumbe Mashariki,Nujao,16/12/2014,9,0,
Micheweni,Wingwi Mapofu,Ruwi,16/12/2014,20,1,
Wete,Kizimbani,Baghani,8/12/2014,18,4,
Wete,Jadida,Block 2,8/12/2014,20,0,
Wete,Bopwe,Bopwe,8/12/2014,9,0,
Wete,Ukunjwi,Buyuni,8/12/2014,51,0,
Wete,Utaani,Chasasa,12/12/2014,14,0,
Wete,Kiungoni,Choni,9/12/2014,17,0,
Wete,Chwale,Chwale,10/12/2014,4,0,
Wete,Mtambwe Kusini,Daya,11/12/2014,58,0,
Wete,Ole,Dodo,8/12/2014,51,0,
Wete,Mtambwe Kaskazini,Fundo ,11/12/2014,104,0,
Wete,Gando,Gando,8/12/2014,20,0,
Wete,Kinyikani,Hindi,10/12/2014,35,0,
Wete,Junguni,Junguni,8/12/2014,28,0,
Wete,Kangagani,Kangagani,8/12/2014,3,0,
Wete,Kambini,Kichokoche,10/12/2014,5,0,
Wete,Limbani,Kifoi,8/12/2014,46,1,
Wete,Kiuyu Kigongoni,Kigongoni,10/12/2014,4,0,
Wete,Pandani,Kilimni,9/12/2014,37,0,
Wete,Fundo,Kimeleani,11/12/2014,25,0,
Wete,Kisiwani,Kisiwani,8/12/2014,29,0,
Wete,Mchanga Mdogo,Kiwani,10/12/2014,8,0,
Wete,Fundo,Mabaoni,11/11/2014,5,0,
Wete,Mzambarauni Takao,Machengwe,12/12/2014,27,0,
Wete,Piki,Matuuni,12/12/2014,23,0,
Wete,Maziwani,Maziwani,8/12/2014,9,0,
Wete,Mjini Ole,Mjini Ole,12/12/2014,10,0,
Micheweni,Mtemani,Mtemani,8/12/2014,42,0,
Wete,Pembeni,Pembeni,9/12/2014,8,0,
Wete,Selem,Selemu,8/12/2014,6,1,
Wete,Shengejuu,Shengejuu,9/12/2014,2,0,
Mkoani,Mizingani,Angola,6/12/2014,40,0,
Mkoani,Mkungu,Bomani,1/12/2014,25,0,
Mkoani,Kiwani,Bomani,1/12/2014,5,0,
Mkoani,Muambe,Bwegeza,1/12/2014,18,0,
Mkoani,Ukutini,Chanjaani,6/12/2014,19,0,
Mkoani,Chumbageni,Chumbageni,2/12/2014,33,5,
Mkoani,Changaweni,Chungu,3/12/2014,8,0,
Mkoani,Ng'ombeni,Jondeni,3/12/2014,28,0,
Mkoani,Mtambile,Jonza,3/12/2014,35,0,
Mkoani,Kengeja,Kaani,1/12/2014,35,0,
Mkoani,Ngwachani,Kalani,2/12/2014,47,0,
Mkoani,Makombeni,Katuweni,3/12/2014,10,0,
Mkoani,Kendwa,Kendwa,1/12/2014,5,2,
Mkoani,Mtangani,Kichaka,6/12/2014,13,0,
Mkoani,Chokocho,Kifumke,3/12/2014,15,0,
Mkoani,Mjimbini,Kigongoni,1/12/2014,46,0,
Mkoani,Mgagadu,Kilimni,1/12/2014,12,0,
Mkoani,Stahabu,Kilimani,3/12/2014,17,0,
Mkoani,Uweleni,Kindani,6/12/2014,15,0,
Mkoani,Kuukuu,Kinyasini,6/12/2014,22,0,
Mkoani,Michenzani,Magombani,4/12/2014,40,2,
Mkoani,Chambani,Mapape,2/12/2014,15,0,
Mkoani,Mbuyuni,Mbuyuni,3/12/2014,11,0,
Mkoani,Kangani,Mgongia,6/12/2014,33,0,
Mkoani,Minazini,Mikinduni,2/12/2014,26,0,
Mkoani,Mkanyageni,Mkanyageni,4/12/2014,42,0,
Mkoani,Kengeja,Njiweni,1/12/2014,15,1,
Mkoani,Shidi,Shidi,4/12/2014,6,0,
Chakechake,Vitongoji,Changuo,11/12/2013,29,0,
Chakechake,Chanjaani,Chanjamjawiri,11/12/2013,26,0,
Chakechake,Shungi,Chuchuu,11/12/2013,4,0,
Chakechake,Mfikiwa,"Furaha,Mbuyuni",13/11/2013,25,1,
Chakechake,Kwale,Kikuchuni,13/11/2013,3,0,
Chakechake,Kilindi,"Kilindi,shungi",13/11/2013,13,8,
Chakechake,Wawi,Kisumzi,11/12/2013,8,0,
Chakechake,Matale,"Limani,Mchungani",13/11/2013,29,0,
Chakechake,Mgogoni,Mgogoni,13/11/2013,5,0,
Chakechake,Ng'ambwa,Ngomahazi,13/11/2013,18,0,
Chakechake,Pujini,Pujini,11/12/2013,0,9,
Chakechake,Tibirinzi,Tibirinzi,11/12/2013,31,0,
Chakechake,Wesha,Tondooni,11/12/2013,8,0,
Chakechake,Ziwani,Ziwani,11/12/2013,41,2,
Mkoani,Chambani,Chambani,11/11/2013,18,1,
Mkoani,Changaweni,Changaweni,11/12/2013,30,1,
Mkoani,Kengeja,Chole,11/11/2013,39,0,
Mkoani,Chumbageni,Chumbageni,16/01/2014,16,0,
Mkoani,Mizingani,Chumbageni,11/11/2013,47,0,
Mkoani,Kiwani,Jondeni,11/12/2013,21,0,
Mkoani,Mkanyageni,Jundamiti,11/12/2013,27,0,
Mkoani,Kangani,Kangani,11/12/2013,19,0,
Mkoani,Kendwa,Kendwa,11/11/2013,1,0,
Mkoani,Makombeni,Kifumkwe,11/12/2013,17,0,
Mkoani,Stahabu,Kilimani,15/01/2014,4,0,
Mkoani,Minazini,Kiumodomo,11/11/2013,5,0,
Mkoani,Chokocho,Kizimba,15/01/2014,16,0,
Mkoani,Kuukuu,Kukuu,11/12/2013,30,8,
Mkoani,Mkungu,Kwa mgogo,16/01/2014,10,0,
Mkoani,Michenzani,Mabofu,15/01/2014,8,0,
Mkoani,Mkungu,Mahudusi,11/11/2013,7,0,
Mkoani,Chambani,Mapape,15/01/2014,32,2,
Mkoani,Mbuguani,Mbuguani,11/12/2013,8,1,
Mkoani,Mgagadu,Mgagadu,11/11/2013,0,1,
Mkoani,Kendwa,Mikanduni,15/01/2014,7,0,
Mkoani,Mjimbini,Mjimbini,11/12/2013,24,3,
Mkoani,Mtangani,Mtangani,11/11/2013,7,0,
Mkoani,Muambe,Muambe,11/11/2013,8,0,
Mkoani,Muambe,Mwambe,16/01/2014,3,0,
Mkoani,Ukutini,Ndaani,15/01/2014,2,0,
Mkoani,Mkanyageni,Ngomani,15/01/2014,22,0,
Mkoani,Ng'ombeni,Ng'ombeni,11/12/2013,21,0,
Mkoani,Ngwachani,Ngwachani,11/11/2013,18,1,
Mkoani,Mtambile,Pondeani,11/11/2013,13,2,
Mkoani,Shidi,Shidi,11/12/2013,3,0,
Mkoani,Mizingani,Skuli,15/01/2014,5,0,
Mkoani,Michenzani,Takao,11/12/2013,6,0,
Mkoani,Ukutini,Ukutini,11/11/2013,23,2,
Mkoani,Uweleni,Uweleni,11/12/2013,9,0,
Wete,Limbani,Angola,27/01/2014,19,0,
Wete,Bopwe,Bopwe,13/11/2013,17,0,
Wete,Piki,Bwagamoyo,13/11/2013,13,0,
Wete,Junguni,Chanje,29/01/2014,21,0,
Wete,Limbani,Chasasa,14/11/2013,33,0,
Wete,Junguni,Chozi,15/11/2013,33,0,
Wete,Mtambwe Kusini,Daya,28/01/2014,24,0,
Wete,Gando,Gando,13/11/2013,21,3,
Wete,Kinyikani,Hindi,28/01/2014,14,1,
Wete,Jadida,Jadida,28/01/2014,20,0,
Wete,Mtambwe Kaskazini,Jambaji,14/11/2013,56,0,
Wete,Kambini,Kambini,14/11/2013,10,0,
Wete,Kangagani,Kangagani,14/11/2013,4,0,
Wete,Ole,Kianga,27/01/2014,9,0,
Wete,Kisiwani,Kisiwani,13/11/2013,31,0,
Wete,Mtambwe Kusini,Kinazini,13/11/2013,17,0,
Wete,Kinyikani,Kinyikani,13/11/2013,19,0,
Wete,Kipangani,Kipangani,13/11/2013,2,0,
Wete,Kiungoni,Kiungoni,14/11/2013,21,0,
Wete,Kizimbani,Kizimbani,13/11/2013,4,0,
Wete,Selem,Laini,13/11/2013,7,0,
Wete,Kipangani,M/Mmoja,29/01/2014,0,1,
Wete,Kiuyu Kigongoni,Maambani,27/01/2014,4,0,
Wete,Mzambarauni Takao,Machengwe,14/11/2013,33,0,
Wete,Pandani,Masipa,27/01/2014,7,0,
Wete,Piki,Matuuni,28/01/2014,8,0,
Wete,Maziwani,Maziwani,14/11/2013,2,0,
Wete,Mjini Ole,Mjini Ole,14/11/2013,5,0,
Wete,Chwale,Mwane,14/11/2013,10,0,
Wete,Ole,Ole,14/11/2013,27,1,
Wete,Pandani,Pandani,14/11/2013,25,1,
Wete,Ukunjwi,Ukunjwi,13/11/2013,35,0,
Micheweni,Finya,Bahrani,15/11/2013,29,2,
Micheweni,Kifundi,Bule,4/2/2014,46,1,
Micheweni,Msuka Magharibi,Chanjaani,14/11/2013,10,1,
Micheweni,Kinowe,Chanjaani,14/11/2013,6,1,
Micheweni,Shumba Viamboni,Chimba,15/11/2013,14,5,
Micheweni,Chimba,Chimba,5/2/2014,1,7,
Micheweni,Wingwi Mapofu,Chonja,3/2/2014,24,2,
Micheweni,Chimba,Fadha,14/11/2013,13,2,
Micheweni,Makangale,Jiwe moja,14/11/2013,59,0,
Micheweni,Konde,K/Manda,14/11/2013,7,0,
Micheweni,Maziwa Ng'ombe,Kibendera,4/2/2014,21,0,
Micheweni,Msuka Mashariki,Kichaka,14/11/2013,10,1,
Micheweni,Mtemani,Kidodo,14/11/2013,4,0,
Micheweni,Sizini,Kijichame,15/11/2013,10,1,
Micheweni,Kinyasini,Kinyasini,15/11/2013,12,2,
Micheweni,Kifundi,Kipangani,14/11/2013,40,5,
Micheweni,Kiuyu Mbuyuni,Kiuyu,5/2/2014,5,0,
Micheweni,Tumbe Mashariki,Mashariki,15/11/2013,21,0,
Micheweni,Mgogoni,Mgogni,14/11/2013,15,4,
Micheweni,Tondooni,Mkiang'ombe,3/2/2014,23,1,
Micheweni,Msuka Mashariki,Msuka,4/2/2014,11,0,
Micheweni,Msuka Magharibi,Msuka,4/2/2014,12,0,
Micheweni,Wingwi Mapofu,Ruwi Kinazini,14/11/2013,15,0,
Micheweni,Shumba Viamboni,Shumba,4/2/2014,6,0,
Micheweni,Tondooni,Tondooni,14/11/2013,13,2,
Micheweni,Tumbe Magharibi,Tumbe,15/11/2013,17,0,
Wete,Bopwe,,24/06/2012,8,4,
Wete,Jadida,,24/06/2012,24,1,
Wete,Junguni,,23/06/2012,7,0,
Wete,Kisiwani,,25/06/2012,18,4,
